abundance,num_val
-2.975,0.0
-2.9250000000000003,0.0
-2.8750000000000004,0.0
-2.8250000000000006,0.0
-2.775000000000001,0.0
-2.725000000000001,0.0
-2.675000000000001,0.0
-2.6250000000000013,0.0
-2.5750000000000015,0.0
-2.5250000000000017,0.0
-2.475000000000002,0.0
-2.425000000000002,0.0
-2.375000000000002,0.0
-2.3250000000000024,0.0
-2.2750000000000026,0.0
-2.2250000000000028,141353.14
-2.175000000000003,0.0
-2.125000000000003,0.0
-2.0750000000000033,0.0
-2.0250000000000035,141392.14
-1.9750000000000036,141347.05
-1.9250000000000038,706947.0
-1.875000000000004,2121398.8
-1.8250000000000042,3255405.0
-1.7750000000000044,6223244.5
-1.7250000000000045,9349602.0
-1.6750000000000047,11040765.0
-1.6250000000000049,13594970.0
-1.575000000000005,22685884.0
-1.5250000000000052,34525960.0
-1.4750000000000054,43075800.0
-1.4250000000000056,61044668.0
-1.3750000000000058,74875700.0
-1.325000000000006,78137400.0
-1.2750000000000061,114227360.0
-1.2250000000000063,150821070.0
-1.1750000000000065,183123550.0
-1.1250000000000067,248160640.0
-1.0750000000000068,370537820.0
-1.025000000000007,659827300.0
-0.9750000000000072,1269784600.0
-0.9250000000000074,2311113500.0
-0.8750000000000075,4080336000.0
-0.8250000000000077,6560509000.0
-0.7750000000000079,9216444000.0
-0.7250000000000081,10669215000.0
-0.6750000000000083,12716628000.0
-0.6250000000000084,14411469000.0
-0.5750000000000086,13405327000.0
-0.5250000000000088,8044846000.0
-0.47500000000000897,2893112300.0
-0.42500000000000915,1089884200.0
-0.3750000000000093,537845760.0
-0.3250000000000095,299100160.0
-0.2750000000000097,208302080.0
-0.22500000000000986,157265920.0
-0.17500000000001004,110141440.0
-0.12500000000001021,84551680.0
-0.07500000000001039,51947520.0
-0.02500000000001057,44472320.0
0.024999999999989253,38666240.0
0.07499999999998908,27504640.0
0.1249999999999889,14069760.0
0.17499999999998872,18657280.0
0.22499999999998854,10946560.0
0.27499999999998836,9594880.0
0.3249999999999882,9164800.0
0.374999999999988,4280320.0
0.42499999999998783,6236160.0
0.47499999999998765,3112960.0
0.5249999999999875,0.0
0.5749999999999873,0.0
0.6249999999999871,0.0
0.6749999999999869,0.0
0.7249999999999868,0.0
0.7749999999999866,0.0
0.8249999999999864,0.0
0.8749999999999862,0.0
0.9249999999999861,0.0
