,abundance,fit_val
0,-2.975,7.583800238556723e-22
1,-2.9250000000000003,3.573817431511143e-20
2,-2.8750000000000004,1.5011711674905297e-18
3,-2.8250000000000006,5.620571021545701e-17
4,-2.7750000000000012,1.8757849160009676e-15
5,-2.725000000000001,5.580048995141751e-14
6,-2.6750000000000007,1.4796035310689128e-12
7,-2.6250000000000013,3.497076072773756e-11
8,-2.575000000000001,7.367449610170758e-10
9,-2.5250000000000017,1.3835078969369584e-08
10,-2.475000000000002,2.3157863217117257e-07
11,-2.425000000000002,3.4551563161098677e-06
12,-2.375000000000002,4.5950399319948e-05
13,-2.3250000000000024,0.00054470737234288
14,-2.2750000000000026,0.005755586569138072
15,-2.2250000000000028,0.05420861375670134
16,-2.1750000000000034,0.4550921939684465
17,-2.125000000000003,3.4055153712132054
18,-2.0750000000000037,22.715310479228457
19,-2.0250000000000035,135.05382332884196
20,-1.975000000000004,715.7271031802916
21,-1.925000000000004,3380.962993303139
22,-1.8750000000000042,14235.926751126926
23,-1.825000000000004,53429.787399157656
24,-1.7750000000000044,178744.84320902423
25,-1.7250000000000043,533010.7525045874
26,-1.6750000000000047,1416742.0782305156
27,-1.6250000000000049,3356587.628031543
28,-1.5750000000000048,7088552.493331822
29,-1.5250000000000052,13343492.133967768
30,-1.4750000000000054,22388954.918829948
31,-1.4250000000000056,33485016.215746555
32,-1.3750000000000058,44639526.47853013
33,-1.3250000000000057,53044580.407297745
34,-1.275000000000006,56184281.519691944
35,-1.2250000000000063,53044580.407297775
36,-1.1750000000000065,38385288.43281946
37,-1.1250000000000069,18649570.346809767
38,-1.0750000000000068,9060931.630859626
39,-1.0250000000000072,4402272.035889411
40,-0.9750000000000072,2138852.809789401
41,-0.9250000000000074,1039165.9817133009
42,-0.8750000000000075,504880.9027940991
43,-0.8250000000000077,245297.41205145716
44,-0.7750000000000079,119178.24585193556
45,-0.7250000000000081,57902.99280191705
46,-0.6750000000000083,28132.286655605327
47,-0.6250000000000084,13668.128609182131
48,-0.5750000000000086,6640.6880451689085
49,-0.5250000000000088,3226.39177419095
50,-0.475000000000009,1567.5489963935315
51,-0.4250000000000092,761.5968636389587
52,-0.3750000000000093,370.0233830260977
53,-0.3250000000000095,179.77661217232273
54,-0.2750000000000097,87.34483215585914
55,-0.22500000000000986,42.43666410301693
56,-0.17500000000001004,20.617939444646193
57,-0.1250000000000102,10.01726775486283
58,-0.07500000000001039,4.866909884085012
59,-0.02500000000001057,2.3645980520292817
60,0.024999999999989253,1.1488447661512111
61,0.07499999999998908,0.5581685629743075
62,0.1249999999999889,0.27118732997891987
63,0.17499999999998872,0.13175691506022835
64,0.22499999999998851,0.06401436478443785
65,0.2749999999999884,0.03110150914570115
66,0.3249999999999882,0.015110731386579155
67,0.374999999999988,0.007341579534538718
68,0.42499999999998783,0.0035669213278338627
69,0.4749999999999877,0.0017329959716571384
70,0.5249999999999875,0.0008419796125987795
71,0.5749999999999873,0.00040907750486811014
72,0.6249999999999871,0.00019875113658941013
73,0.6749999999999869,9.656364338175509e-05
74,0.7249999999999868,4.6915642260813123e-05
75,0.7749999999999866,2.279406007955651e-05
76,0.8249999999999864,1.107454038510325e-05
77,0.8749999999999862,5.380587938841193e-06
78,0.924999999999986,2.6141695782288034e-06
