,snap,redshift,time,halo_mass,SFR@10Myr,SFR@100Myr,SFR@1000Myr,velocity_mass,velocity_vol,velocity_rms_mass,velocity_rms_vol,velocity_spread,sound_mass,sound_vol,sound_rms_mass,sound_rms_vol,sound_spread,thermal_mass,thermal_vol,thermal_rms_mass,thermal_rms_vol,thermal_spread,mach_number_mass,mach_number_vol,mach_number_rms_mass,mach_number_rms_vol,mach_number_spread
0,68,4.943395105867374,1.2262058070515183,8486279724.0,1.155497563599691,1.0666509733025498,0.5404323800723912,128.09613037109375,366.23992919921875,140.68048095703125,452.5317687988281,58.13478088378906,17.641008377075195,22.186691284179688,20.46700096130371,40.87211990356445,10.346573829650879,23.66786766052246,29.76666831970215,27.459367752075195,54.83583068847656,13.881388664245605,8.634282112121582,116.34508514404297,11.604755401611328,357.62060546875,7.7423930168151855
1,69,4.887849466931481,1.2435238215157298,8583924816.0,0.5184939339192965,1.0249567823960912,0.5469876441808278,127.16840362548828,368.3402404785156,139.8050994873047,455.0794982910156,58.05760192871094,17.72998809814453,22.573274612426758,20.662050247192383,41.16959762573242,10.563562393188477,23.787212371826172,30.28518295288086,27.721044540405273,55.234981536865234,14.172513961791992,8.535972595214844,115.1782455444336,11.309402465820312,358.5397033691406,7.408472061157227
2,70,4.833332398696669,1.2609198108723931,8648223612.0,0.9948422570509047,0.9738609049374642,0.5568373049779842,126.31153869628906,372.3028564453125,138.89744567871094,460.3830871582031,57.75849914550781,17.808855056762695,22.97774887084961,20.7226619720459,41.50266647338867,10.560673713684082,23.893024444580078,30.82768440246582,27.802387237548828,55.68168258666992,14.168622970581055,8.448908805847168,115.57254791259766,11.198445320129395,361.3759765625,7.3416266441345215
3,71,4.779815656683248,1.2783932909138707,8713819946.0,1.533132070295304,1.0073198150746612,0.5767142692206296,125.5174560546875,374.37591552734375,138.0762176513672,461.36181640625,57.52168655395508,17.89283561706543,23.326948165893555,20.78160858154297,41.80158233642578,10.535849571228027,24.005807876586914,31.296371459960938,27.881437301635742,56.082725524902344,14.13532829284668,8.381037712097168,114.7046127319336,11.629340171813965,359.09613037109375,8.047449111938477
4,72,4.727271918528954,1.2959438158687973,8646283728.0,1.4023939280923825,1.0824935760433967,0.5914354825169195,124.85420227050781,376.265380859375,137.42588806152344,463.5716247558594,57.405818939208984,18.032175064086914,23.46861457824707,21.01804542541504,41.64179611206055,10.736784934997559,24.192665100097656,31.48626708984375,28.198694229125977,55.868263244628906,14.404915809631348,8.287569999694824,114.3586196899414,11.364848136901855,358.63427734375,7.767660617828369
5,73,4.6756749466758745,1.313570910102776,8551799988.0,1.90866315629023,1.2038833259549504,0.6205184162957249,124.42892456054688,380.3101806640625,137.03802490234375,468.4894714355469,57.40045166015625,18.18939781188965,23.841222763061523,21.309864044189453,41.877620697021484,11.058747291564941,24.403623580932617,31.986268997192383,28.590190887451172,56.1847038269043,14.836871147155762,8.193361282348633,117.3238296508789,11.248384475708008,370.0754089355469,7.697415828704834
6,74,4.624999306749927,1.3312741480735772,8689939056.0,1.5534218862935696,1.2839334212163753,0.6423359498649188,124.15503692626953,384.5512390136719,136.8276824951172,473.5680236816406,57.48468017578125,18.37999153137207,24.19532585144043,21.77452850341797,42.06541061401367,11.618826866149902,24.659442901611328,32.46142578125,29.213592529296875,56.43667984008789,15.588301658630371,8.116692543029785,123.56796264648438,11.111144065856934,402.1310729980469,7.579477310180664
7,75,4.57522062770657,1.3490530505583676,8880496324.0,2.215205895737336,1.5959711767347176,0.6791245244132632,123.731689453125,386.6778259277344,136.44667053222656,476.1274108886719,57.49235153198242,18.577957153320312,24.552814483642578,22.227811813354492,42.31620788574219,12.143762588500977,24.924945831298828,32.941097259521484,29.82174301147461,56.77314376831055,16.29256820678711,8.018821716308594,126.28134155273438,10.977898597717285,418.8632507324219,7.485805034637451
8,78,4.431034054531615,1.4028394432290663,31671462168.0,0.9773849214348596,1.7429908438825052,0.7548796863643644,145.89230346679688,403.48681640625,161.22996520996094,483.95257568359375,68.6138687133789,19.23845672607422,24.39917755126953,23.288776397705078,40.9527473449707,13.05302619934082,25.811084747314453,32.73479080200195,31.245166778564453,54.9438591003418,17.512474060058594,9.183856964111328,121.951416015625,12.603713035583496,381.5227355957031,8.62019157409668
9,79,4.384614989422227,1.420916682913765,32164105472.0,1.1961355670274239,1.6634666682601815,0.775271209175411,144.13368225097656,402.857666015625,159.2864532470703,483.11529541015625,67.7904281616211,19.41605567932129,24.463226318359375,23.47890281677246,40.50250244140625,13.155427932739258,26.049365997314453,32.82084655761719,31.500228881835938,54.33977127075195,17.649860382080078,9.01891040802002,115.41242218017578,12.42782211303711,364.2747802734375,8.538752555847168
