,snap,redshift,time,halo_mass,SFR@10Myr,SFR@100Myr,SFR@1000Myr,velocity_mass,velocity_vol,velocity_rms_mass,velocity_rms_vol,velocity_spread,sound_mass,sound_vol,sound_rms_mass,sound_rms_vol,sound_spread,thermal_mass,thermal_vol,thermal_rms_mass,thermal_rms_vol,thermal_spread,mach_number_mass,mach_number_vol,mach_number_rms_mass,mach_number_rms_vol,mach_number_spread
45,147,2.4098364235973087,2.796814193554154,3399176686.125,0.00015684290195299867,0.00032191499746559484,0.0011185187587273205,33.779197692871094,56.15372848510742,38.88571548461914,60.247314453125,19.263256072998047,16.397563934326172,8.722465515136719,17.55994987487793,9.681830406188965,6.280989646911621,21.99962043762207,11.702413558959961,23.559127807617188,12.989542007446289,8.42683219909668,2.848145008087158,8.828665733337402,4.027530670166016,11.040712356567383,2.8476741313934326
58,148,2.3913043064985264,2.8192724780754834,3403704187.375,0.003465207550167839,0.0006842465267636526,0.001156334768403578,34.0303955078125,56.36566162109375,39.0933837890625,60.49270248413086,19.241491317749023,16.355192184448242,8.693641662597656,17.524688720703125,9.654630661010742,6.292953014373779,21.942771911621094,11.663740158081055,23.511856079101562,12.953044891357422,8.44288158416748,2.8915224075317383,8.894067764282227,4.151344299316406,11.124234199523926,2.9784374237060547
72,149,2.3729725065980216,2.8417801314807662,3413155006.25,0.006523744766438967,0.0020416579453615617,0.0013002116715744394,34.70505142211914,56.805965423583984,39.729496002197266,60.990169525146484,19.338361740112305,16.32535171508789,8.668745994567871,17.62078857421875,9.631103515625,6.590095043182373,21.902790069580078,11.630346298217773,23.640783309936523,12.921469688415527,8.841544151306152,2.9709784984588623,8.982586860656738,4.49845027923584,11.235206604003906,3.376089096069336
3,150,2.354838976724926,2.8643353335326034,3425273047.5,0.02892332967543779,0.00568286384667127,0.0016677035423792264,34.615203857421875,56.68355178833008,39.79102325439453,60.834712982177734,19.622228622436523,16.305774688720703,8.640093803405762,17.71471405029297,9.605538368225098,6.892284870147705,21.876493453979492,11.591899871826172,23.766796112060547,12.887186050415039,9.246969223022461,3.004101514816284,9.002045631408691,4.919147968292236,11.259621620178223,3.891423225402832
9,151,2.336898254193735,2.8869406067460686,3433183360.75,0.0046496125257605115,0.0067240327110744584,0.0017818294739651596,35.180877685546875,56.59453582763672,40.756107330322266,60.689979553222656,20.54690933227539,16.385955810546875,8.612114906311035,18.337007522583008,9.605863571166992,8.061497688293457,21.984045028686523,11.554373741149902,24.6016788482666,12.887619972229004,10.81563949584961,3.0497987270355225,9.026041984558105,5.394711494445801,11.285649299621582,4.4443745613098145
22,172,2.000000303146462,3.372283319523453,3677929680.0,0.0,0.0,0.0009405419290027634,35.499000549316406,57.0455322265625,40.06057357788086,60.991580963134766,18.56566619873047,16.20012664794922,8.088696479797363,17.56957244873047,9.13477897644043,6.792527198791504,21.734758377075195,10.85213565826416,23.572044372558594,12.255592346191406,9.113123893737793,3.0714492797851562,9.828927040100098,4.324634075164795,12.291561126708984,3.044595241546631
28,173,1.9857823020397518,3.3956488268548246,3688439609.0,0.0,0.0,0.0009399610929064178,35.53260040283203,57.07792282104492,40.07979965209961,61.01665115356445,18.542797088623047,16.15544319152832,8.062177658081055,17.508512496948242,9.107502937316895,6.741520881652832,21.674814224243164,10.816549301147461,23.490156173706055,12.219002723693848,9.044697761535645,3.0826303958892822,9.873653411865234,4.339869022369385,12.347525596618652,3.0549516677856445
40,174,1.9716984605037062,3.4190545151443943,3698267512.25,0.0,0.0,0.0009394352380026325,35.58354568481445,57.125694274902344,40.123016357421875,61.05987548828125,18.538541793823242,16.116239547729492,8.039649963378906,17.45275115966797,9.08401107788086,6.690977096557617,21.622188568115234,10.786325454711914,23.415325164794922,12.187479019165039,8.976881980895996,3.093334197998047,9.913729667663574,4.353869915008545,12.397100448608398,3.064040184020996
51,175,1.9577468277508898,3.442500169490067,3707964427.5,0.0,0.0,0.0009393319405698973,35.6574821472168,57.17796325683594,40.188072204589844,61.10612106323242,18.537382125854492,16.078672409057617,8.017156600952148,17.402151107788086,9.060498237609863,6.649745941162109,21.57179832458496,10.756155014038086,23.34743309020996,12.1559476852417,8.921565055847168,3.105363130569458,9.954164505004883,4.368657112121582,12.44677448272705,3.072901487350464
64,176,1.9439255819398902,3.4659854200511577,3717028580.75,0.0,0.0,0.0009205530845689261,35.75130081176758,57.22890090942383,40.267887115478516,61.1485481262207,18.529743194580078,16.039888381958008,7.994735240936279,17.348304748535156,9.03717041015625,6.602872371673584,21.51976203918457,10.726062774658203,23.275190353393555,12.124632835388184,8.858692169189453,3.1185240745544434,9.994150161743164,4.383808612823486,12.495306968688965,3.0811493396759033
78,177,1.9302329265818678,3.4895099108146406,3726509843.0,0.0,0.0,0.0009140053771730423,35.90673065185547,57.31450271606445,40.41737365722656,61.227928161621094,18.554685592651367,16.002290725708008,7.972346782684326,17.298757553100586,9.013890266418457,6.564241409301758,21.469327926635742,10.696036338806152,23.208711624145508,12.093396186828613,8.806851387023926,3.135629415512085,10.03861141204834,4.402690887451172,12.549065589904785,3.090693473815918
92,178,1.9166670399662502,3.5130733873610724,3737583047.75,0.0,0.0,0.000909055916212301,35.98143005371094,57.355926513671875,40.48445510864258,61.26069641113281,18.55619239807129,15.963457107543945,7.950017929077148,17.2477970123291,8.990619659423828,6.524872303009033,21.41716766357422,10.66606330871582,23.14032745361328,12.062187194824219,8.754037857055664,3.1475367546081543,10.077542304992676,4.416702747344971,12.59644889831543,3.0985658168792725
106,179,1.9032262006808147,3.5366754794782604,3749709029.75,0.0,0.0,0.0009085460391861887,36.00813674926758,57.3615608215332,40.497779846191406,61.25282287597656,18.533449172973633,15.914366722106934,7.923666000366211,17.18330192565918,8.963211059570312,6.4747114181518555,21.35135269165039,10.63072395324707,23.05381202697754,12.025409698486328,8.68673324584961,3.1580841541290283,10.118658065795898,4.430034637451172,12.647138595581055,3.106858253479004
25,180,1.8899086612474574,3.56031591891587,3760978885.75,0.0,0.0,0.0009088374183011884,36.031429290771484,57.35739517211914,40.505245208740234,61.23391342163086,18.504350662231445,15.873077392578125,7.901418209075928,17.128170013427734,8.939936637878418,6.430082321166992,21.295940399169922,10.600850105285645,22.979843139648438,11.994181632995605,8.626867294311523,3.1662650108337402,10.151079177856445,4.439522743225098,12.686203956604004,3.1120798587799072
37,181,1.8767127230499976,3.583994408472153,3772309719.5,0.0,0.0,0.000909082438768995,36.07070541381836,57.366966247558594,40.527099609375,61.232357025146484,18.475692749023438,15.832696914672852,7.879185676574707,17.07588768005371,8.916693687438965,6.390726089477539,21.241788864135742,10.571035385131836,22.909709930419922,11.963001251220703,8.574061393737793,3.1755988597869873,10.185843467712402,4.4504547119140625,12.728553771972656,3.118168830871582
49,182,1.8636367845984445,3.607710531022171,3780462507.75,0.00018249706205807648,1.8249706205807646e-05,0.0008831718624742325,36.12225341796875,57.40367126464844,40.564727783203125,61.263912200927734,18.457426071166992,15.793869018554688,7.857048511505127,17.029390335083008,8.893720626831055,6.362832069396973,21.189720153808594,10.541341781616211,22.847312927246094,11.932185173034668,8.536641120910645,3.186413049697876,10.225310325622559,4.464043617248535,12.777472496032715,3.1265530586242676
