Unnamed: 0,snap,mean_mass,median_mass,mean_vol,median_vol,std,A,mu,sigma,alpha,z_T
1,110,-2.2015485763549805,-2.131007645441138,-2.244170904159546,-2.131007645441138,0.3912350535392761,19378285.87203496,-2.025000000000007,0.42496027732316555,-1.825000000000008,6.736373225011315
7,111,-2.1328494548797607,-2.0536681248082056,-2.26108455657959,-2.0536681248082056,0.3842138946056366,21997164.539011907,-1.9750000000000072,0.3115720024528242,-1.825000000000008,6.89806637738432
11,112,-2.025545597076416,-1.9564207269434344,-2.2745277881622314,-1.9564207269434344,0.35289016366004944,21435485.10694659,-1.8750000000000075,0.263731148513485,-1.7750000000000081,7.314502910810309
16,113,-2.0226378440856934,-1.951934609762052,-2.050450801849365,-1.951934609762052,0.3805675804615021,5949611.555558652,-1.8750000000000075,0.34989213271807273,-1.7750000000000081,5.803969202325902
19,114,-1.9097893238067627,-1.8301311678391972,-1.801721692085266,-1.8301311678391972,0.3186917304992676,2.6316175333636976e-06,-1.6250000000000049,9.999999998493372e-11,,
31,116,-1.350434184074402,-1.3504343270978203,-1.4413522481918335,-1.3504343270978203,0.2983946204185486,,,,,
55,118,-2.32597017288208,-2.3002132260250794,-2.2432451248168945,-2.3002132260250794,0.471479594707489,57646.68446130596,-2.825000000000004,0.13939771874177104,-2.5750000000000046,0.874430145664278
69,119,-2.250316858291626,-2.1959805539648065,-2.20168399810791,-2.1959805539648065,0.4604175686836242,,,,,
4,120,-2.2142984867095947,-2.166962895449954,-2.1907951831817627,-2.166962895449954,0.4231726825237274,,,,,
8,121,-2.325889587402344,-2.2800713068994516,-2.259326696395874,-2.2800713068994516,0.4572981595993042,,,,,
12,122,-2.5188734531402592,-2.5569722028850297,-2.4547536373138428,-2.5569722028850297,0.5003252625465393,2656200.2525716117,-3.0250000000000035,0.19782826618779478,-2.825000000000004,1.0750656805487482
15,123,-2.5272386074066158,-2.5677758258248056,-2.5594186782836914,-2.5677758258248056,0.5240784883499146,2268830.1505185184,-3.0250000000000035,0.21956152172406362,-2.825000000000004,0.9975247496803874
20,124,-2.529004573822021,-2.5272766790383576,-2.5693554878234863,-2.5272766790383576,0.5728831291198729,,,,,
