,abundance,fit_val
0,-2.975,8.802138930148455e-37
1,-2.9250000000000003,6.10601455021066e-34
2,-2.8750000000000004,3.39325592611523e-31
3,-2.8250000000000006,1.510652463244685e-28
4,-2.7750000000000012,5.387678544680362e-26
5,-2.725000000000001,1.5393166032787492e-23
6,-2.6750000000000007,3.5232494872774174e-21
7,-2.6250000000000013,6.460230392532891e-19
8,-2.575000000000001,9.489466159115153e-17
9,-2.5250000000000017,1.1166696734459978e-14
10,-2.475000000000002,1.0526811048520994e-12
11,-2.425000000000002,7.949834710427445e-11
12,-2.375000000000002,4.8095953178316886e-09
13,-2.3250000000000024,2.3310314806424917e-07
14,-2.2750000000000026,9.05059032262308e-06
15,-2.2250000000000028,0.0002815106571690027
16,-2.1750000000000034,0.007014584316974597
17,-2.125000000000003,0.1400226216718897
18,-2.0750000000000037,2.239152306673929
19,-2.0250000000000035,28.68522304921235
20,-1.975000000000004,294.38928092493427
21,-1.925000000000004,2420.331872345117
22,-1.8750000000000042,15941.05325220982
23,-1.825000000000004,84110.12353409041
24,-1.7750000000000044,355523.81263357506
25,-1.7250000000000043,1203866.373976543
26,-1.6750000000000047,3265705.6604076857
27,-1.6250000000000049,7096839.108665559
28,-1.5750000000000048,12354979.96848941
29,-1.5250000000000052,17230913.301465034
30,-1.4750000000000054,19251461.914014257
31,-1.4250000000000056,19484491.579954263
32,-1.3750000000000058,8558367.04874883
33,-1.3250000000000057,3759176.688832106
34,-1.275000000000006,1651180.5695368801
35,-1.2250000000000063,725264.4658379117
36,-1.1750000000000065,318565.1255299613
37,-1.1250000000000069,139926.5288513402
38,-1.0750000000000068,61461.321115463244
39,-1.0250000000000072,26996.26742882598
40,-0.9750000000000072,11857.839074424395
41,-0.9250000000000074,5208.436606492055
42,-0.8750000000000075,2287.7534189477387
43,-0.8250000000000077,1004.8726904698003
44,-0.7750000000000079,441.3802272958518
45,-0.7250000000000081,193.87182764082957
46,-0.6750000000000083,85.15625129623648
47,-0.6250000000000084,37.40402730541229
48,-0.5750000000000086,16.429342970923628
49,-0.5250000000000088,7.216423735664959
50,-0.475000000000009,3.16974157912664
51,-0.4250000000000092,1.3922771231945152
52,-0.3750000000000093,0.6115437297903951
53,-0.3250000000000095,0.26861443545653724
54,-0.2750000000000097,0.11798619039126595
55,-0.22500000000000986,0.0518242480132697
56,-0.17500000000001004,0.0227632799502586
57,-0.1250000000000102,0.00999854187871989
58,-0.07500000000001039,0.004391759004808099
59,-0.02500000000001057,0.0019290359924743674
60,0.024999999999989253,0.0008473096670804643
61,0.07499999999998908,0.0003721722532543904
62,0.1249999999999889,0.00016347292079142166
63,0.17499999999998872,7.180383706308197e-05
64,0.22499999999998851,3.1539113585423847e-05
65,0.2749999999999884,1.3853238579442124e-05
66,0.3249999999999882,6.084895779304293e-06
67,0.374999999999988,2.6727292995545986e-06
68,0.42499999999998783,1.1739694758608256e-06
69,0.4749999999999877,5.15654290347556e-07
70,0.5249999999999875,2.2649596315855492e-07
71,0.5749999999999873,9.948607485170758e-08
72,0.6249999999999871,4.369825824432489e-08
73,0.6749999999999869,1.9194020634888215e-08
74,0.7249999999999868,8.430780606235267e-09
75,0.7749999999999866,3.7031356265855203e-09
76,0.8249999999999864,1.6265650963263075e-09
77,0.8749999999999862,7.144523666897107e-10
78,0.924999999999986,3.1381601967323193e-10
