abundance,num_val
-1.975,0.0
-1.9249999999999998,0.0
-1.875,0.0
-1.8249999999999997,0.0
-1.775,0.0
-1.7249999999999996,0.0
-1.6749999999999998,0.0
-1.6249999999999996,0.0
-1.5749999999999997,0.0
-1.5249999999999995,0.0
-1.4749999999999996,0.0
-1.4249999999999994,0.0
-1.3749999999999996,0.0
-1.3249999999999993,141412.22
-1.2749999999999995,283255.44
-1.2249999999999992,425596.88
-1.1749999999999994,1555982.0
-1.1249999999999991,3538219.8
-1.0749999999999993,4248063.5
-1.024999999999999,7646467.5
-0.9749999999999991,14166195.0
-0.924999999999999,26343208.0
-0.874999999999999,52989520.0
-0.824999999999999,96470660.0
-0.7749999999999989,190013220.0
-0.7249999999999989,305678600.0
-0.6749999999999988,488570080.0
-0.6249999999999988,682002000.0
-0.5749999999999987,893632450.0
-0.5249999999999987,1106108200.0
-0.47499999999999865,1410990100.0
-0.4249999999999986,1772005800.0
-0.37499999999999856,2429184000.0
-0.3249999999999985,3431827200.0
-0.27499999999999847,6447973000.0
-0.22499999999999842,17692215000.0
-0.17499999999999838,32161323000.0
-0.12499999999999833,41073332000.0
-0.07499999999999829,51550945000.0
-0.024999999999998246,51141693000.0
0.025000000000001688,50411786000.0
0.07500000000000173,41379287000.0
0.125000000000002,29425930000.0
0.17500000000000204,28677612000.0
0.22500000000000187,32771359000.0
0.2750000000000019,33427988000.0
0.3250000000000022,20833730000.0
0.3750000000000022,12170240000.0
0.42500000000000204,10981376000.0
0.4750000000000021,11056333000.0
0.5250000000000024,7809802000.0
0.5750000000000024,4609884000.0
0.6250000000000022,2071511000.0
0.6750000000000023,925859840.0
0.7250000000000025,72867840.0
0.7750000000000026,14049280.0
0.8250000000000024,2252800.0
0.8750000000000024,0.0
0.9250000000000027,0.0
